DateTime,o3,so2,co,no,no2,nox,pm25,t,rh,ws,wd
20170918 11:00,0.018,0.7,,7.6,12.5,20.1,13.94,22.9,73,6.7,88.9
20170918 12:00,0.019,0.9,0.252,5.5,9.2,14.7,8.3,23.2,71,7.7,86.7
20170918 13:00,0.02,0.8,0.255,7.1,8.4,15.6,7.64,24.7,65,5.2,43.2
20170918 14:00,0.024,0.7,0.289,7,9.2,16.3,8.84,25.5,62,4.9,0.8
20170918 15:00,0.025,0.6,0.283,5,8.6,13.6,8.87,25.7,61,5.5,51.8
20170918 16:00,0.022,0.8,0.265,3.9,9.9,13.8,9.34,25.5,61,7.1,85.2
20170918 17:00,0.019,0.6,0.229,1.8,8.6,10.5,9.22,24.6,65,7.4,88.7
20170918 18:00,0.016,0.9,0.212,1.4,8.4,9.9,11.51,23.9,68,6.1,86.8
20170918 19:00,0.015,0.9,0.204,1.4,7.9,9.3,11.43,23,71,6.1,89.4
20170918 20:00,0.014,0.7,0.199,1.5,8.3,9.9,11.32,22.5,71,4.8,54
20170918 21:00,0.016,0.5,0.221,1.2,6.9,8.2,11.54,22.4,71,3.8,15.5
20170918 22:00,0.013,0.4,0.236,1.1,8.5,9.6,11.56,22,75,5.2,27.9
20170918 23:00,0.011,0.3,0.225,0.8,8.8,9.6,11.83,21.9,77,5,24.1
20170919 00:00,0.013,0.3,0.192,0.4,6.4,6.9,12.27,21.9,78,5.1,14.4
20170919 01:00,0.014,0.3,0.184,0.8,4.7,5.5,12.09,21.8,79,5.2,6.1
20170919 02:00,0.012,0.2,0.191,0.7,5.1,5.8,12.72,21.6,80,4.8,356.3
20170919 03:00,0.01,0.3,0.189,1.7,5.3,7.1,11.71,21.5,80,5.1,353
20170919 04:00,0.009,0.3,0.206,3.5,6.7,10.3,11.59,21.3,81,5.6,348.1
20170919 05:00,0.008,0.3,0.232,5.4,6.9,12.3,11.79,21.1,83,6,348.1
20170919 06:00,0.007,0.3,0.287,8.8,7.4,16.2,12.12,21.2,82,5.5,349.7
20170919 07:00,0.009,0.3,0.253,7.7,7.2,15,11.65,21.8,79,6.5,10.2
20170919 08:00,0.012,,0.228,5.6,3.8,9.5,11.56,22.7,75,7.2,10
20170919 09:00,0.015,,0.182,3.842,,,13.12,24.1,67,8.6,9.9
20170919 10:00,0.02,0.2,0.183,3.64,,,13.61,25.3,60,7.6,33.6
20170919 11:00,0.024,0.2,0.204,3.271,,,16.77,25.8,56,7.5,43.2
20170919 12:00,0.024,0.2,0.243,4.5,6.4,10.9,18.82,25.9,56,6.8,46.4
20170919 13:00,0.023,0.2,0.253,6,7.4,13.5,19.17,25.7,58,6.5,359.4
20170919 14:00,0.027,0.2,0.246,4.5,6.8,11.3,20.2,26.3,56,6.5,14.3
20170919 15:00,0.024,0.2,0.26,4.1,5.9,10,20.78,25.9,58,6.8,354.4
20170919 16:00,0.019,0.3,0.336,6.1,7.9,14.1,21.65,24.8,66,6.1,340.3
20170919 17:00,0.015,0.3,0.331,4.2,10.5,14.8,19.31,24,72,3.1,21.4
20170919 18:00,0.012,0.5,0.282,3.2,12.4,15.7,19.95,23.4,74,4.5,58.9
20170919 19:00,0.02,0.4,0.217,2.1,5.5,7.7,15.47,24.7,60,5.3,357.2
20170919 20:00,0.022,0.3,0.184,1.5,3.1,4.6,12.28,24.5,59,7,1.5
20170919 21:00,0.021,0.2,0.174,1.2,2.8,4.1,11.07,22.2,74,5.7,343.3
20170919 22:00,0.021,0.2,0.165,0.7,2.4,3.1,10.08,21.9,76,6.5,337.3
20170919 23:00,0.02,0.1,0.15,0.6,2.6,3.3,9.73,21.7,75,5.7,333.9
20170920 00:00,0.019,0.1,0.154,0.3,2.5,2.9,10.05,21.5,75,6.7,328.6
20170920 01:00,0.018,0.1,0.152,0.3,2.7,3.1,9.67,21.5,74,5.9,332.1
20170920 02:00,0.018,0.2,0.146,0.3,2.7,3,8.81,21.4,73,5.7,330.8
20170920 03:00,0.017,0.2,0.155,0.8,3.8,4.7,8.48,21.4,72,5.9,331
20170920 04:00,0.015,0.2,0.169,3.1,6.6,9.8,6.96,21.6,70,6,327
20170920 05:00,0.014,0.3,0.204,5.1,9,14.1,6.81,21.6,70,6.2,323.7
20170920 06:00,0.013,0.3,0.261,8.2,9.4,17.7,7.56,21.5,71,7.1,330.3
20170920 07:00,0.015,0.5,0.274,10.9,9.6,20.5,7.57,22.7,66,8.1,337.6
20170920 08:00,0.018,0.4,0.244,6.4,5.8,12.3,7.06,23.8,62,6.6,333.8
20170920 09:00,0.022,0.3,0.232,7.4,4.8,12.2,6.39,25.3,58,7.7,340.2
20170920 10:00,0.027,0.3,0.222,4.7,5.5,10.2,6.4,26.2,56,8.3,339.2
20170920 11:00,0.03,0.2,0.21,4,4.6,8.7,5.65,27.3,53,8.1,330.4
20170920 12:00,0.033,0.3,0.236,4,4,8,4.53,28.3,49,8.3,332.1
20170920 13:00,0.034,0.4,0.229,3.9,4.6,8.5,4.02,29.2,46,8.5,337.2
20170920 14:00,0.034,0.3,0.24,5.9,6.9,12.8,5.3,29.8,45,6.9,329.9
20170920 15:00,0.033,0.3,0.292,5.6,8.4,14.1,5.74,29.7,44,5.7,338
20170920 16:00,0.034,0.3,0.294,3.8,7,10.9,7.64,30.1,44,6.5,330.7
20170920 17:00,0.031,0.3,0.302,2.7,8.9,11.6,7.56,29.4,46,4.7,328.9
20170920 18:00,0.022,0.4,0.441,4.1,16,20.2,8.25,28,52,3.2,336.6
20170920 19:00,0.021,0.5,0.375,3.3,13.5,16.9,7.72,26.9,56,2.7,354.3
20170920 20:00,0.012,0.6,0.499,6.6,18.2,24.8,7.02,26,58,2.1,343.7
20170920 21:00,0.01,0.6,0.441,5.9,15.8,21.8,6.79,24.9,63,2.4,341.6
20170920 22:00,0.011,0.6,0.298,3.6,12.9,16.5,8.07,23.6,69,2.6,351
20170920 23:00,0.014,0.5,0.231,1.9,9.5,11.5,8.3,23.2,70,3.5,346
20170921 00:00,0.017,0.4,0.209,0.9,7.2,8.1,8.45,22.7,70,3.4,349.2
20170921 01:00,0.015,0.4,0.212,1.1,7,8.1,8.06,22.1,72,4,352.2
20170921 02:00,0.01,0.4,0.202,1.6,8.9,10.6,8.17,21.5,73,3.4,343.8
20170921 03:00,0.01,0.4,0.202,2.1,8.3,10.4,7.38,21,74,3.2,340.9
20170921 04:00,0.01,0.5,0.224,5.3,9.4,14.7,7.72,20.8,73,3.6,344.8
20170921 05:00,0.01,0.5,0.256,8.2,11.1,19.3,7.48,21.1,70,5.2,344
20170921 06:00,0.008,0.6,0.346,11.6,12.3,24,8.82,21.2,70,5,344.4
20170921 07:00,0.011,0.9,0.34,17.5,11.1,28.7,9.61,22.4,66,5.2,345.8
20170921 08:00,0.015,0.7,0.273,9.2,7.7,17,8.26,23.9,62,5.4,343.1
20170921 09:00,0.021,0.5,0.227,5.7,5,10.8,5.8,26.4,53,4.7,358.7
20170921 10:00,0.025,0.4,0.203,5.4,4.4,9.9,6.1,27.6,47,5.1,8.8
20170921 11:00,0.029,0.3,0.209,4,4.2,8.3,7.43,28.3,44,6.2,344.1
20170921 12:00,0.036,0.3,0.227,2.6,3.9,6.5,8.03,28.7,44,5.7,344.4
20170921 13:00,0.037,0.3,0.217,4.4,5,9.5,8.15,29.3,42,6.3,327.1
20170921 14:00,0.038,0.3,0.269,4.7,6.7,11.4,9.79,29.9,39,6.2,335.9
20170921 15:00,0.041,0.3,0.265,4.5,7.2,11.7,10.67,29.8,40,6.6,328.3
20170921 16:00,0.041,0.4,0.33,2.8,8,10.8,11.44,29.4,42,5.6,326.2
20170921 17:00,0.037,0.4,0.387,3.6,12,15.6,11.81,28.8,45,4.2,334.8
20170921 18:00,0.028,0.6,0.506,4.2,17.8,22,11.85,27.8,50,2.8,341.4
20170921 19:00,0.022,0.8,0.464,2.9,19.1,22.1,10.9,26.9,54,1.8,169
20170921 20:00,0.012,0.9,0.448,1.3,24.4,25.8,11.16,26.3,56,1.6,136.9
20170921 21:00,0.008,1.3,0.514,4.6,25.5,30.2,12.22,25.5,59,1.9,132
20170921 22:00,0.009,1.6,0.413,4.8,23.4,28.2,13.88,24.6,60,2.6,62.1
20170921 23:00,0.008,1.2,0.374,3.4,20.1,23.6,15.07,23.4,64,2.9,350.4
20170922 00:00,0.014,0.9,0.292,2.4,13.6,16.1,14.37,23.3,61,2.9,348.1
20170922 01:00,0.018,0.7,0.266,1.9,11.1,13.1,13.5,23,61,2.6,346.2
20170922 02:00,0.025,0.6,0.211,0.5,5,5.5,12.17,22.6,60,4,346.8
20170922 03:00,0.023,0.4,0.208,0.9,4.9,5.9,10.94,22.4,62,4.3,348
20170922 04:00,0.014,0.5,0.243,5.7,11.6,17.3,11.11,21.8,66,3.4,337
20170922 05:00,0.009,0.5,0.329,9.8,12.4,22.2,12.08,20.9,74,3.7,343.2
20170922 06:00,0.011,0.9,0.386,11.6,13,24.7,11.74,21.3,69,4.5,344.9
20170922 07:00,0.017,1,0.309,10.3,10.7,21,10.14,22.6,59,5,347.9
20170922 08:00,0.021,0.9,0.285,6.9,7.6,14.5,9.08,23.1,55,5.3,342.7
20170922 09:00,0.019,0.9,0.319,7.1,9.6,16.7,9.3,23,59,5.3,332
20170922 10:00,0.022,1.3,0.305,9.6,12.6,22.2,10.65,23.4,60,4,340
20170922 11:00,0.028,0.8,0.272,5.7,8.2,14,10.72,24.3,57,5.7,320.2
20170922 12:00,0.033,0.4,0.263,4.3,7.6,11.9,8.85,25.1,48,7,316.9
20170922 13:00,0.033,0.3,0.264,5.4,10.8,16.2,8.37,25.5,44,7.7,317
20170922 14:00,0.036,0.4,0.324,4.2,11.5,15.7,10.02,26,45,5.2,311.7
20170922 15:00,0.041,0.4,0.387,3.4,10.9,14.3,10.38,26.4,44,5.5,304.9
20170922 16:00,0.039,0.5,0.374,3,9.8,12.9,10.09,26.6,44,5.9,309.8
20170922 17:00,0.032,0.5,0.386,2.2,15.9,18.1,11.14,26.1,47,4.4,310.6
20170922 18:00,0.022,0.6,0.52,6,20.4,26.5,11.55,24.7,55,4,333.9
20170922 19:00,0.023,0.6,0.462,4.5,17.6,22.1,9.46,23.6,55,4.5,332.4
20170922 20:00,0.026,0.5,0.351,2.3,14.8,17.2,8.12,23,53,5,327.7
20170922 21:00,0.025,0.5,0.358,4.5,13.1,17.7,8.3,22.5,51,4.7,338.1
20170922 22:00,0.029,0.5,0.279,1.4,8,9.5,8.85,22.3,50,5.1,346.6
20170922 23:00,0.026,0.5,0.275,1.2,9,10.3,9.96,21.9,50,4.1,329
20170923 00:00,0.027,0.5,0.255,1.4,7.8,9.3,10.95,21.4,50,4.5,344.7
20170923 01:00,0.028,0.6,0.225,0.7,6.6,7.3,11.87,21.3,49,4.6,343.6
20170923 02:00,0.027,1.2,0.213,0.4,6.6,7.1,11.06,21,49,3.9,338.8
20170923 03:00,0.025,1.3,0.204,0.6,7.9,8.6,8.67,20.5,51,3.9,334
20170923 04:00,0.027,1,0.197,0.4,5.6,6.1,7.96,20.7,50,3.3,333.8
20170923 05:00,0.021,0.8,0.224,2.4,10.5,12.9,7.94,20.1,53,3.3,333
20170923 06:00,0.024,0.8,0.252,4.9,8.3,13.3,7.94,20.5,51,3.8,348.1
20170923 07:00,0.026,0.8,0.261,3.9,7.6,11.6,7.81,21.7,49,4.6,340.9
20170923 08:00,0.028,1.1,0.269,4,5.9,9.9,7.7,23,49,5.7,341.1
20170923 09:00,0.032,1,0.267,3.5,5.9,9.4,8.3,24.8,47,7.4,341.9
20170923 10:00,0.035,0.6,0.252,2.8,4.6,7.5,6.05,26.4,44,7.6,342.2
20170923 11:00,0.036,0.3,0.238,2.3,4.3,6.6,4.67,27.5,43,7.4,334.5
20170923 12:00,0.037,0.3,0.244,2.4,3.8,6.3,4.55,28.4,42,7.5,336.8
20170923 13:00,0.039,0.3,0.243,4.8,2.3,7.1,4.47,29.3,41,7.4,322.5
20170923 14:00,0.042,0.3,0.239,1.5,3.7,5.2,4.11,29.8,39,6.7,325
20170923 15:00,0.045,0.3,0.281,1.6,4.7,6.3,3.92,30.3,36,6.7,325.9
20170923 16:00,0.046,0.3,0.271,2.2,4.7,7,4.18,30.1,34,6.3,318.4
20170923 17:00,0.043,0.3,0.283,1.1,7.5,8.7,5.64,29.5,35,5.2,312.3
20170923 18:00,0.031,0.5,0.473,2.2,16.8,19.1,7.96,28,40,3.8,319.8
20170923 19:00,0.025,0.7,0.512,3.3,20.4,23.7,9.34,26.6,45,2.9,325.9
20170923 20:00,0.027,0.7,0.467,2.6,18.1,20.8,9.07,25.6,48,2.6,333
20170923 21:00,0.03,0.7,0.459,1.7,12.7,14.4,9.21,24.8,50,2.1,330.7
20170923 22:00,0.029,0.6,0.339,1.9,9.7,11.7,8.69,23.7,55,3.4,345.5
20170923 23:00,0.028,0.5,0.306,3.6,7.9,11.6,7.22,23.2,58,4.9,350.5
20170924 00:00,0.029,0.5,0.284,2.2,6.1,8.4,7.59,23,59,4.8,351.4
20170924 01:00,0.029,0.4,0.284,0.8,4.8,5.6,8.29,22.6,61,4.3,349.2
20170924 02:00,0.029,0.4,0.246,0.4,3.9,4.4,7.71,22.3,62,3.6,352.2
20170924 03:00,0.03,0.6,0.243,0.4,4,4.5,7.84,22.4,62,3.9,353.7
20170924 04:00,0.028,0.6,0.251,0.5,5.4,6,8.15,22.2,62,3.7,355.2
20170924 05:00,0.027,0.5,0.26,0.7,5,5.7,9.2,21.6,66,3.5,353.1
20170924 06:00,0.025,0.7,0.273,1.7,6.7,8.4,10.12,21.7,67,4.9,353.6
20170924 07:00,0.029,1.3,0.285,2.6,6.6,9.2,10.53,23.6,61,4.7,353.2
20170924 08:00,0.036,0.9,0.277,2.2,4.9,7.1,10.96,25.8,55,4.4,358.6
20170924 09:00,0.044,0.8,0.26,1.6,3.4,5.1,10.39,27.7,47,3.9,352.4
20170924 10:00,0.045,0.5,0.243,1.2,2.8,4,10.91,28.9,45,4.4,9.6
20170924 11:00,0.051,0.5,0.241,0.8,3.1,3.9,10.92,29.9,43,4.6,39.7
20170924 12:00,0.061,0.9,0.242,1,5.3,6.3,11.7,30.7,41,4.4,151.5
20170924 13:00,0.067,0.8,0.243,0.7,4.3,5,12.53,31.2,40,4.2,157.9
20170924 14:00,0.069,0.9,0.26,0.7,5.1,5.8,13.32,31.7,39,4,129.5
20170924 15:00,0.071,1,0.238,0.4,4.1,4.5,13.98,31.7,39,3.6,120.3
20170924 16:00,0.065,0.8,0.242,0.4,5.3,5.7,14.13,31.7,38,3.1,125.3
20170924 17:00,0.061,0.6,0.277,0.2,6,6.2,14.4,31.1,40,2.8,141.4
20170924 18:00,0.052,0.8,0.272,0.9,5.7,6.7,14.35,27.5,53,3.4,211.6
20170924 19:00,0.055,0.9,0.283,1.172,4.9,5.1,15.66,25.8,58,2.4,214.8
20170924 20:00,0.059,0.6,0.28,0.2,4.1,4.4,16.56,25.2,61,2,194.6
20170924 21:00,0.05,0.6,0.302,0.4,7,7.4,17.42,24.8,64,1.5,186.2
20170924 22:00,0.03,1.2,0.371,1.7,19,20.7,29.08,24.4,66,1.1,310.1
20170924 23:00,0.021,1.1,0.398,1.3,18.1,19.4,18.84,23.5,71,1,80.2
20170925 00:00,0.02,1.1,0.365,1.1,15,16.2,17.75,22.9,73,0.7,276.6
20170925 01:00,0.012,1.2,0.425,1.2,14.3,15.6,16.35,22.2,76,,70.1
20170925 02:00,0.008,1.2,0.365,1.5,16.3,17.9,16.19,22,77,0.8,45.7
20170925 03:00,0.004,1.2,0.34,2.4,20.1,22.6,15.78,21.8,77,1.1,81.4
20170925 04:00,0,1.4,0.37,7.2,20,27.3,15.25,21.4,79,0.9,135.4
20170925 05:00,0,1.6,0.536,30.7,20.7,51.5,17.9,21.3,79,1.4,351.8
20170925 06:00,0,1.7,0.664,41.6,21,62.7,19.25,21.9,78,1,271.7
20170925 07:00,0.005,2.1,0.614,36.4,25.8,62.2,22.72,23.9,69,2.2,148.8
20170925 08:00,0.015,3.1,0.452,17.2,26,43.3,27.74,25.3,64,2,171
20170925 09:00,,2.3,0.341,7.1,17.9,25,23.01,26.9,56,2.3,173.7
20170925 10:00,,2.9,0.286,3.6,12.8,16.5,20.03,28.4,49,2.3,207.1
20170925 11:00,,2.4,,3.3,12.7,16,18.68,29.4,46,3.3,159.9
20170925 12:00,0.07,1.7,,1.9,9.5,11.4,16.18,29.9,45,6.1,89.5
20170925 13:00,0.087,1.9,0.309,1.5,11.2,12.7,19.36,30.8,44,6.2,91.7
20170925 14:00,0.092,1.7,0.335,1.1,9.7,10.9,19.63,31.4,43,5.8,103.1
20170925 15:00,0.081,1.2,0.325,1,9.7,10.8,19.5,31.3,43,5.3,116.2
20170925 16:00,0.054,0.8,0.266,0.7,6.5,7.3,16.91,30.3,48,5.2,167.3
20170925 17:00,0.041,0.8,0.207,0.3,3.8,4.2,11.43,27,58,4.2,196.9
20170925 18:00,0.031,0.5,0.199,0.2,4.2,4.5,8.06,25.5,66,2.8,178.6
20170925 19:00,0.022,0.7,0.206,5.736,9.8,12.6,9.21,24.9,70,3.3,128.5
20170925 20:00,0.026,0.7,0.222,0.5,6.6,7.1,11.85,24.4,69,3.8,122.7
20170925 21:00,0.025,0.7,0.217,0.5,6.6,7.2,11.85,23.5,68,3.7,116.9
20170925 22:00,0.023,0.6,0.179,0.3,6.8,7.2,9.32,22.7,68,3.3,150.7
20170925 23:00,0.023,0.7,0.175,0.3,5.6,6,7.46,22.1,69,2.7,123.2
20170926 00:00,0.024,0.8,0.167,0.3,3.9,4.2,5.61,21.7,72,3.5,89.9
20170926 01:00,0.019,0.8,0.167,0.3,5.4,5.7,4.95,21,78,3.8,110.5
20170926 02:00,0.014,0.6,0.187,0.8,7.8,8.6,6.01,20.3,81,3.4,10.4
20170926 03:00,0.011,0.6,0.208,1.5,10,11.6,7.79,20.4,79,2.7,13.9
20170926 04:00,0.012,0.6,0.237,3,10.6,13.6,8.58,20.4,77,3.3,61
20170926 05:00,0.01,0.6,0.257,4.3,12.4,16.7,9.05,20.1,79,4.5,85.4
20170926 06:00,0.006,0.8,0.318,9.2,16.5,25.7,10.28,20.2,82,4.4,75.4
20170926 07:00,0.006,1,0.352,13.6,15.9,29.6,18.82,20.6,81,4.7,78.7
20170926 08:00,0.009,1.3,0.292,10.4,13.1,23.5,18.49,21.3,79,5.9,90.3
20170926 09:00,0.013,1.2,0.262,10.3,9.5,19.8,13.88,22.2,75,6.6,83.5
20170926 10:00,0.017,1,0.255,9.5,9.4,19,9.64,24.2,67,5.6,90
20170926 11:00,0.02,1.6,0.281,9.4,12,21.4,7.87,25.5,62,6,92.7
20170926 12:00,0.026,1.4,0.276,7.4,11.2,18.6,6.39,26.5,58,6.4,89.1
20170926 13:00,0.032,1.6,0.283,3.9,10,14,3.77,27.1,56,6.5,95.4
20170926 14:00,0.037,1.4,0.288,4,11.4,15.5,3.33,27.7,55,5.8,90.2
20170926 15:00,0.037,2.8,0.292,3.5,12.1,15.6,2.8,28.1,53,6.6,95.4
20170926 16:00,0.038,1.5,0.327,2.3,11.8,14.1,2.96,28,54,6.6,89.4
20170926 17:00,0.034,1.1,0.289,1.1,11.4,12.6,3.65,27.4,59,4.7,108.9
20170926 18:00,0.028,0.7,0.269,0.8,7.7,8.5,2.72,26.7,63,4.3,99.1
20170926 19:00,0.022,0.6,0.274,1.4,8.2,9.7,2.68,25.9,65,5,81.6
20170926 20:00,0.019,0.7,0.244,1.1,7.8,8.9,2.6,25,67,4.8,88.7
20170926 21:00,0.017,0.8,0.247,1,6.7,7.8,2.17,23.9,72,5.1,90.7
20170926 22:00,0.013,0.6,0.24,1.4,7.8,9.2,2.45,23.3,73,3.5,24.5
20170926 23:00,0.009,0.8,0.249,1.3,10.9,12.3,4.59,23.1,72,3.5,22.2
20170927 00:00,0.012,0.7,0.229,0.5,7,7.6,3.12,22.9,71,3.9,68.2
20170927 01:00,0.01,0.7,0.232,0.7,7.5,8.3,3.75,22.4,72,4.5,6.1
20170927 02:00,0.009,0.6,0.219,1,7.4,8.5,4.11,22,74,3.7,11.6
20170927 03:00,0.011,0.5,0.201,1,5.1,6.2,5.06,21.9,77,4.1,19.4
20170927 04:00,0.009,0.6,0.218,2.8,7.6,10.5,8.73,22,78,5,13.3
20170927 05:00,0.007,0.5,0.262,6,8.9,15,9.55,21.9,83,4.6,355.9
20170927 06:00,0.006,0.6,0.369,12.6,9.5,22.2,8.45,22.4,81,4.4,356.6
20170927 07:00,0.007,0.6,0.37,12.8,9.6,22.4,10.34,23.4,79,4.8,2.2
20170927 08:00,0.012,0.6,0.275,7.2,6.6,13.9,9.66,24.9,75,5.8,54.8
20170927 09:00,0.014,0.5,0.285,7.3,6.4,13.8,8.35,26.5,68,6,14.2
20170927 10:00,0.017,0.4,0.283,6,6.7,12.8,8.84,27.4,65,6.3,35.6
20170927 11:00,0.021,0.7,0.273,6.6,8.3,15,10.54,28.5,61,7,78.9
20170927 12:00,0.027,0.8,0.299,5,9.1,14.1,10.51,29.2,59,6.4,75.9
20170927 13:00,0.032,0.6,0.305,,,,9.13,29.7,56,6.3,27
20170927 14:00,0.028,1.3,0.29,5,11.3,16.3,9,29.9,56,6.9,81.9
20170927 15:00,0.036,0.9,0.289,3.8,8.4,12.2,6.85,30.3,54,6.3,50.6
20170927 16:00,0.038,0.5,0.435,2.7,8,10.7,7.32,30.3,53,5.7,48
20170927 17:00,0.034,0.6,0.542,3,12.1,15.1,8.67,29.9,55,3.7,4.7
20170927 18:00,0.027,0.5,0.347,1.8,14.3,16.1,7.21,28.9,59,3.7,62.1
20170927 19:00,0.014,0.7,0.29,2.8,17.4,20.2,9.39,28,64,3.3,70.2
20170927 20:00,0.01,0.8,0.344,3,17.6,20.6,10.8,27.3,67,3,56.4
20170927 21:00,0.008,0.8,0.426,3.6,17.7,21.4,12.71,26.4,70,2.2,353.9
20170927 22:00,0.006,0.8,0.363,4.4,15.6,20.1,13,25.7,74,2.5,350.8
20170927 23:00,0.008,0.8,0.301,2.9,11.5,14.4,13.23,24.6,77,3.6,347.1
20170928 00:00,0.009,0.6,0.224,1.1,7.7,8.8,12,24,80,3.1,346
20170928 01:00,0.01,0.5,0.218,1,6.7,7.7,12.25,23.8,80,3.8,331.2
20170928 02:00,0.013,0.4,0.196,0.7,5,5.8,12.25,23.6,81,5.3,328.1
20170928 03:00,0.024,0.4,0.211,1.4,5.4,6.8,15.49,23.6,72,7.7,338.3
20170928 04:00,0.03,0.4,0.226,1.3,7.3,8.6,18.91,23.3,71,5.1,332.6
20170928 05:00,0.031,0.4,0.261,3.2,8,11.3,19.91,23.1,70,5.8,335.9
20170928 06:00,0.022,0.4,0.291,6.9,11.3,18.3,15.81,22.7,65,6.6,343.1
20170928 07:00,0.021,0.4,0.258,7,5.9,13,11.64,22.5,62,7.4,346
20170928 08:00,0.024,0.3,0.201,4.4,4.4,8.9,7.88,22.5,54,9.8,336.3
20170928 09:00,0.027,0.3,0.175,3.676,,,7.95,22.3,50,10.1,336.6
20170928 10:00,0.03,0.3,0.175,4.019,,,7.93,22.8,46,10.3,322.5
20170928 11:00,0.034,0.3,0.165,3.675,,,5.76,23.5,40,11.3,322.1
20170928 12:00,0.038,0.3,0.171,3.056,,,6.54,23.8,37,11.3,328.3
20170928 13:00,0.038,0.3,0.195,5.6,6.2,11.8,6.81,24.4,36,9.7,329.7
20170928 14:00,0.041,0.3,0.21,5.1,6.3,11.4,6.3,24.5,33,11.8,327.5
20170928 15:00,0.04,0.3,0.226,4.8,7,11.9,6.19,24.5,32,11.3,323.2
20170928 16:00,0.039,0.3,0.234,2.6,7,9.6,4.79,24.1,33,10.2,324.9
20170928 17:00,0.035,0.3,0.219,1.9,7.7,9.7,4.04,22.9,35,9.1,327.9
20170928 18:00,0.032,0.3,0.257,2.3,8.1,10.5,4.63,21.5,40,7,334.2
20170928 19:00,0.028,0.3,0.226,3.4,6.3,9.7,6.35,19.9,45,7.1,343.9
20170928 20:00,0.027,0.2,0.204,2,5.9,7.9,9.07,18.6,47,6.1,348.5
20170928 21:00,0.024,0.2,0.186,1.6,5.6,7.3,10.01,17.6,48,6,349.2
20170928 22:00,0.025,0.2,0.172,1.2,4.1,5.4,8.86,16.8,48,6,358
20170928 23:00,0.027,0.2,0.163,0.7,3.4,4.1,6.45,16.2,49,6.1,350.4
20170929 00:00,0.027,0.2,0.16,0.4,2.8,3.2,6.53,15.5,51,5.9,353.6
20170929 01:00,0.027,0.2,0.156,0.13,2.8,2.9,6.05,14.9,54,3.8,343.2
20170929 02:00,0.025,0.2,0.166,0.4,4.4,4.8,5.81,14.2,56,4.1,329.5
20170929 03:00,0.021,0.2,0.176,1.89,7.7,9.6,5.63,13.5,60,5,307
20170929 04:00,0.017,0.2,0.201,2.3,8.9,11.2,6.58,12.6,65,3.6,280.9
20170929 05:00,0.009,0.3,0.25,7.9,18.5,26.5,8.32,12.6,65,4.5,308.3
20170929 06:00,0.01,0.5,0.359,17.2,20.3,37.6,9.93,12.7,64,4.8,314.9
20170929 07:00,0.018,0.7,0.315,13.496,19.4,30.3,8.65,14.3,57,4,323.4
20170929 08:00,0.023,0.6,0.236,7.3,6.1,13.4,6.02,15.8,52,5.2,336.3
20170929 09:00,0.027,0.4,0.217,3.9,4.5,8.4,4.38,17.2,45,4.6,322.5
20170929 10:00,0.031,,0.219,4.4,4.7,9.1,4.38,18.2,40,5.8,321.5
20170929 11:00,0.033,,0.21,5.8,6.4,12.3,7.79,18.6,40,6.6,294.6
20170929 12:00,0.038,0.3,0.196,1.2,3.2,4.5,6.08,19.7,37,6.7,283.9
20170929 13:00,0.04,0.3,0.196,2.4,4,6.4,6.09,20.3,35,8.7,292.9
20170929 14:00,0.04,0.3,0.209,1.6,4.7,6.3,7.04,20.4,36,7.6,283.1
20170929 15:00,0.041,0.2,0.232,2.4,4.8,7.2,6.08,21,35,7.4,290
20170929 16:00,0.042,0.3,0.247,1.7,4.9,6.7,5.35,21.1,36,7.4,288.9
20170929 17:00,0.038,0.3,0.253,0.81,7.8,8.7,6.18,20.8,37,5,289.9
20170929 18:00,0.03,0.4,0.308,0.3,13.7,14,6.29,19.6,43,3.7,246
20170929 19:00,0.023,0.5,0.37,0.8,18.1,19,7.09,18.5,48,2.3,254.4
20170929 20:00,0.022,0.5,0.367,1,17.7,18.7,8.52,17.7,51,2.3,266.8
20170929 21:00,0.025,0.6,0.352,0.6,15.8,16.5,10.5,17.1,54,1.9,269.3
20170929 22:00,0.025,0.7,0.339,1.3,15,16.3,12.53,16.4,58,5.5,290.6
20170929 23:00,0.03,0.6,0.258,0.3,7,7.4,10.7,16.6,62,4.5,281.1
20170930 00:00,0.026,1.1,0.252,0.3,7.7,8.1,9.49,16.4,65,4.3,276.9
20170930 01:00,0.024,1.2,0.243,0.3,5.7,6.1,9.64,15.7,68,4.8,286.7
20170930 02:00,0.028,0.7,0.21,0.2,4.6,4.8,7.03,15.6,65,5.8,299.4
20170930 03:00,0.027,0.5,0.216,0.4,5.6,6.1,6.66,15.2,65,5.9,293.7
20170930 04:00,0.023,0.4,0.211,0.3,6.1,6.4,7.59,14.2,69,5.6,293.5
20170930 05:00,0.022,0.4,0.207,1.2,7.2,8.4,5.94,13.7,67,6.9,301.7
20170930 06:00,0.021,0.3,0.207,1.4,7.2,8.6,4.24,13.5,63,6.6,288.9
20170930 07:00,0.022,0.4,0.201,4.2,4.1,8.3,3.43,14.5,57,6.9,294.6
20170930 08:00,0.024,0.3,0.195,2.2,2.9,5.2,1.8,15.7,53,10,320
20170930 09:00,0.027,0.2,0.195,1.6,2.8,4.5,1.11,16.9,48,11.2,327.5
20170930 10:00,0.028,0.2,0.192,1.8,3.2,5.1,1.12,17.1,46,10.7,326.1
